,id,phases,sponsor,collaborators,interventions,locations,enrollment,conditions,Start Date,Max Phase
110,NCT06224673,Phase 2,"Laura Huppert, MD, BA","Ambrx, Inc.","Biospecimen Collection,Specimen Collection,Antibody-drug Conjugate ARX788,Anti-Her2 Mab PAF- MMAF Toxin Oxime Conjugate ARX-788,CT Scan,PET/CT,ARX788,Anvatabart Opadotin,Computed Tomography (CT),Biological Sample Collection",United States,36,"Triple Negative Breast Cancer,Hormone-receptor-positive Breast Cancer,HER2 Low Breast Carcinoma,Hormone Receptor Positive Breast Carcinoma",2024-07-15,2
111,NCT03677596,Phase 4,Pfizer,,"Inotuzumab ozogamicin-dose level 1,inotuzumab ozogamicin-dose level 2,Besponsa","Hungary,Poland,India,Spain,Singapore,Taiwan,Turkey,United States",102,"ACUTE LYMPHOBLASTIC LEUKEMIA,Precursor b-Cell Lymphoblastic Leukemia-Lymphoma,Leukemia",2019-07-01,4
112,NCT05126719,Phase 2,Shanghai Miracogen Inc.,,"Capecitabine tablets,MRG003,Docetaxel injection",China,238,Recurrent or Metastatic Nasopharyngeal Carcinoma,2021-08-04,2
113,NCT04838964,Phase 2,Shanghai Miracogen Inc.,,MRG003,China,80,Advanced or Metastatic Biliary Tract Cancer,2021-04-28,2
114,NCT06048718,Phase 2,MedSIR,Daiichi Sankyo,"Trastuzumab-Deruxtecan (T-DXd),DS-8021a, ENHERTU",Spain,27,"Breast Cancer,Metastatic Breast Cancer",2024-06-05,2
115,NCT04843709,"Phase 2,Phase 1",Shanghai Miracogen Inc.,,MRG004A,"China,United States",181,Advanced or Metastatic Solid Tumors,2021-07-26,2
116,NCT05688605,"Phase 2,Phase 1",Shanghai Miracogen Inc.,,MRG003+HX008,China,18,Advanced Solid Tumors,2022-06-30,2
117,NCT04742153,Phase 2,Shanghai Miracogen Inc.,,MRG002,China,66,Advanced or Metastatic Breast Cancer,2021-05-13,2
118,NCT05293496,Phase 1,MacroGenics,,"lorigerlimab,MGC018,vobramitamab duocarmazine,MGD019",United States,278,"Advanced Solid Tumor,Malignant Melanoma,Pancreatic Ductal Carcinoma,Castration-Resistant Prostatic Cancer,Epithelial Ovarian Cancer,Renal Cell Carcinoma,Hepatocellular Cancer",2022-04-19,1
119,NCT04940325,Phase 2,"Gustave Roussy, Cancer Campus, Grand Paris",Daiichi Sankyo,DS-1062a,France,100,Metastatic Lung Cancer,2021-05-12,2
120,NCT04235101,Phase 1,Byondis B.V.,,"SYD985 + Niraparib,(vic-)trastuzumab duocarmazine + Zejula","Netherlands,United Kingdom,Belgium",32,Solid Tumor,2020-06-22,1
121,NCT02564900,Phase 1,"Daiichi Sankyo Co., Ltd.","AstraZeneca,Daiichi Sankyo","DS-8201a (DP1),DS-8201a (DP2),DS-8201a (DP)","United States,Japan",292,Advanced Solid Tumors,2015-09-01,1
122,NCT04714190,Phase 3,"RemeGen Co., Ltd.",,"Aitan,Apatinib Mesylate Tablets,Drug: RC48-ADC,RC48-ADC,Taxol,Drug: Irinotecan Hydrochloride Injection,Recombinant Humanized anti-HER2 Monoclonal Antibody-MMAE Conjugate For Injection,Paclitaxel injection,Irinotecan Hydrochloride Injection,Drug: Paclitaxel injection,Drug: Apatinib Mesylate Tablets,CAMPTO",China,351,"Gastric Cancer,HER2 Overexpressing Gastric Carcinoma",2021-01-15,3
123,NCT04300556,"Phase 2,Phase 1",Eisai Inc.,Bristol-Myers Squibb,"Farletuzumab ecteribulin,Prednisolone,MORAb-202,Prednisone,Dexamethasone","France,United States,United Kingdom,Spain",142,Solid Tumor,2020-08-06,2
124,NCT01439152,Phase 1,Bayer,,"BAY94-9343 (Expansion),BAY94-9343 (2.2 mg/kg),BAY94-9343,BAY94-9343 (1.8 mg/kg)",United States,148,Oncology,2011-09-07,1
125,NCT05338957,"Phase 2,Phase 1",Shanghai Miracogen Inc.,,MRG002+HX008,China,30,Advanced Malignant Solid Tumors,2022-08-05,2
126,NCT05872295,Phase 1,Iksuda Therapeutics Ltd.,,IKS014,Australia,165,"Breast Cancer,Gastroesophageal-junction Cancer,Gastric Cancer",2023-09-14,1
127,NCT05754853,Phase 3,Shanghai Miracogen Inc.,,"MRG002,Docetaxel Injection,Pemetrexed Disodium Injection,Paclitaxel Injection,Gemcitabine Hydrochloride for Injection",China,290,Advanced or Metastatic Urothelium Cancer,2023-04-06,3
128,NCT04311034,"Phase 2,Phase 1","RemeGen Co., Ltd.",,RC48,China,37,Non Small Cell Lung Cancer,2018-09-26,2
129,NCT05865990,Phase 2,MedSIR,Daiichi Sankyo,"HER3-DXd,Patritumab deruxtecan","Austria,Spain",60,"Advanced Non-Small Cell Squamous Lung Cancer,Metastatic Breast Cancer,Solid Tumor, Adult",2023-11-24,2
130,NCT05950945,Phase 3,Daiichi Sankyo,AstraZeneca,"Enhertu®,T-DXd,DS-8201a (trastuzumab derextecan),Trastuzumab Deruxtecan","United States,Brazil",250,Breast Cancer,2023-12-30,3
131,NCT05280470,Phase 2,Daiichi Sankyo,Merck Sharp & Dohme LLC,"DS-7300a,Ifinatamab Deruxtecan (I-DXd)","Germany,China,Korea, Republic of,Spain,Taiwan,United States,Japan,France",187,Extensive-stage Small-cell Lung Cancer,2022-03-09,2
132,NCT05276609,Phase 1,"Shanghai Hansoh Biomedical Co., Ltd",,"HS-20093 (Phase Ia: Dose escalation),HS-20093 (Phase Ib: Dose expansion)",China,177,Advanced Solid Tumor,2021-11-28,1
133,NCT05800366,Phase 2,"Jennifer Crombie, MD","Genentech, Inc.","Hydroxydaunomycin,Cytophosphane, Cytoxan,Rituxan,Prednisolone, Methylprednisolone,Glofitamab,Polatuzumab,Doxorubicin Hydrochloride,Prednisone,RO7082859,Rituximab,Polatuzumab vedotin, DCDS4501S, RG7596,Cyclophosphamide",United States,40,"Lymphoma, Large B-Cell, Diffuse,Lymphoma",2023-04-06,2
134,NCT06465069,Phase 1,Eli Lilly and Company,"Loxo Oncology, Inc.",LY4052031,United States,220,"Advanced Solid Tumor,Ovarian Cancer,Prostate Cancer,Esophageal Cancer,Urinary Bladder Neoplasm,Bladder Cancer,Triple Negative Breast Cancer,Cervical Cancer,Head and Neck Squamous Cell Carcinoma,Pancreatic Cancer,Renal Pelvis Cancer,Metastatic Solid Tumor,Non-small Cell Lung Cancer,Recurrent Solid Tumor",2024-06-01,1
135,NCT04887870,"Phase 3,Phase 2",Mirati Therapeutics Inc.,,"OPDIVO,Ipilimumab,PADCEV,Pembrolizumab,YERVOY,KEYTRUDA,Nivolumab,Enfortumab Vedotin-Ejfv,Sitravatinib,MGCD516",United States,55,Advanced or Metastatic Solid Malignancies,2021-06-30,3
136,NCT03894150,Phase 1,"Shanghai Fudan-Zhangjiang Bio-Pharmaceutical Co., Ltd.",,"Drug: F0002-ADC,F0002-ADC",China,45,Refractory or Recurrent CD30+ Hematologic Malignancies,2019-03-26,1
137,NCT05748171,Phase 2,Pfizer,,"Inotuzumab ozogamicin,R3,ALLR3,Besponsa","Switzerland,Germany,Austria,Belgium,Poland,Hungary,Israel,Italy,Spain,Netherlands,Norway,Greece,Czechia,Slovakia,Finland,Sweden,Denmark,France",100,ACUTE LYMPHOBLASTIC LEUKEMIA,2023-05-17,2
138,NCT04410224,Phase 1,Kirilys Therapeutics Inc.,,ASN004,United States,19,Solid Tumor,2022-04-08,1
139,NCT03383692,Phase 1,"Daiichi Sankyo Co., Ltd.",AstraZeneca,"Ritonavir,Itraconazole,Orungal,Norvir,Sporanox,DS-8201a","Korea, Republic of,Taiwan,Japan",40,Neoplasm Metastasis,2018-01-12,1
140,NCT06112704,Phase 2,Hansoh BioMedical R&D Company,,HS-20093,China,220,Advanced Solid Tumor,2024-02-06,2
141,NCT02565758,Phase 1,AbbVie,,ABBV-085,"France,United States,Spain",85,"Carcinoma of the Breast,Advanced Solid Tumors,Squamous Cell Carcinoma of the Head and Neck,Undifferentiated Pleomorphic Sarcoma",2015-09-18,1
142,NCT00052000,Phase 1,"Millennium Pharmaceuticals, Inc.",,MLN2704 (DM1 conjugated monoclonal antibody MLN591),United States,29,Prostate Cancer,2002-11-01,1
143,NCT00070837,"Phase 2,Phase 1","Millennium Pharmaceuticals, Inc.",,MLN2704 (DM1 conjugated monoclonal antibody MLN591),United States,46,Prostatic Neoplasms,2003-10-01,2
144,NCT04042701,Phase 1,Daiichi Sankyo,"Merck Sharp & Dohme LLC,AstraZeneca UK Limited","Pembrolizumab,Trastuzumab deruxtecan (DS-8201a)","France,United States,United Kingdom,Spain",115,"Breast Cancer,Non-small Cell Lung Carcinoma",2020-02-10,1
145,NCT05410418,Phase 2,Washington University School of Medicine,"Institute for Follicular Lymphoma,Genentech, Inc.","Mosunetuzumab,DCDS4501A,RO7030816,BTCT4465A,RO5541077,Polatuzumab vedotin",United States,34,"Follicular Lymphoma,Lymphoma, Follicular",2022-10-24,2
146,NCT00258856,Phase 2,"Sanofi Pasteur, a Sanofi Company",,"Polysaccharide Diphtheria Conjugate Vaccine,Menactra®",United States,234,"Meningitis,Meningococcal Infection",2006-01-01,2
147,NCT06203210,Phase 3,Daiichi Sankyo,Merck Sharp & Dohme LLC,"Amrubicin,Topotecan,Lurbinectedin,Ifinatamab deruxtecan,I-DXd","Poland,Brazil,Hungary,Belgium,Italy,Netherlands,Taiwan,United Kingdom,Romania,China,Australia,United States,Switzerland,Japan,Germany,Austria,Portugal,Korea, Republic of,Spain,Canada,Greece,Turkey,Czechia,France",468,Small Cell Lung Cancer,2024-05-21,3
148,NCT04142242,Phase 3,"Sanofi Pasteur, a Sanofi Company",,"Blood sample,MenQuadfi,Meningococcal Polysaccharide (serogroups A, C, Y, and W) Tetanus Toxoid Conjugate Vaccine,MenACYW Conjugate vaccine","United States,Puerto Rico",471,Meningococcal Infection (Healthy Volunteers),2019-10-04,3
149,NCT01856933,Phase 2,"Heinrich Elinzano, MD","University of Texas,Rhode Island Hospital,Progenics Pharmaceuticals, Inc.","PSMA ADC,Drug: PSMA ADC",United States,6,"Gliosarcoma,GBM,Glioblastoma Multiforme",2013-05-01,2
150,NCT03953833,Phase 1,"Shanghai Pharmaceuticals Holding Co., Ltd",,Recombinant anti-HER2 humanized monoclonal antibody conjugate for injection.R&D code: B003.,China,30,HER2-positive Breast Cancer,2019-04-01,1
151,NCT05887609,Phase 2,"University of Colorado, Denver","ImmunoGen, Inc.","Olaparib,MIRV,IMGN853,Mirvetuximab Soravtansine",United States,53,"Fallopian Tube Cancer,Peritoneal Cancer,Ovary Cancer",2023-10-03,2
152,NCT06132958,Phase 3,Merck Sharp & Dohme LLC,"European Network for Gynaecological Oncological Trial groups(ENGOT),GOG Foundation","Doxorubicin,Sacituzumab tirumotecan,ADRIAMYCIN®,TAXOL®,Paclitaxel,SKB264 MK-2870","Poland,Brazil,Belgium,Israel,Italy,Netherlands,Denmark,United Kingdom,Argentina,Norway,Singapore,Australia,Ireland,Finland,Japan,Switzerland,Sweden,United States,Puerto Rico,Austria,Korea, Republic of,Spain,Canada,Chile,Greece,Malaysia,Czechia,France",710,Endometrial Cancer,2023-12-06,3
153,NCT05755048,Phase 3,Shanghai Fosun Pharmaceutical Industrial Development Co. Ltd.,,"Control drug: Trastuzumab emtansine (Kadcyla, T-DM1),Investigational drug: Recombinant Anti-HER2 Humanized Monoclonal Antibody - Monomethyl Auristatin F Conjugates for Injection (FS-1502)",China,314,Breast Cancer,2023-03-28,3
154,NCT06244485,Phase 1,Daiichi Sankyo,,"Dato-DXd,T-DXd,ENHERTU,Valemetostat tosylate,DS-1062a,DS-3201b,DS-8201a","United States,Japan",210,Advanced Solid Tumor,2024-02-16,1
155,NCT04205630,Phase 2,Byondis B.V.,,"Trastuzumab vc-seco-DUBA,SYD985,(vic-)trastuzumab duocarmazine","Russian Federation,Serbia,Ukraine,Poland,Korea, Republic of,Singapore,United States",64,Endometrial Cancer,2020-05-28,2
156,NCT00071955,Phase 2,Genitope Corporation,,"sargramostim,autologous immunoglobulin idiotype-KLH conjugate vaccine","Canada,United States",,Lymphoma,2003-03-01,2
157,NCT01577758,Phase 1,"Millennium Pharmaceuticals, Inc.",,MLN0264,United States,41,Advanced Gastrointestinal Malignancies,2012-06-01,1
158,NCT03529110,Phase 3,Daiichi Sankyo,"AstraZeneca,Daiichi Sankyo Co., Ltd.","Drug: Ado-trastuzumab emtansine (T-DM1),Drug: Trastuzumab deruxtecan (T-DXd),Ado-trastuzumab emtansine (T-DM1),Trastuzumab deruxtecan (T-DXd),T-DM1,DS-8201a","Germany,Belgium,China,Italy,Korea, Republic of,Brazil,Spain,Canada,Hong Kong,United Kingdom,Taiwan,Australia,United States,Japan,France",524,Breast Cancer,2018-04-13,3
159,NCT04175847,"Phase 2,Phase 1","RemeGen Co., Ltd.",,"RC88,RC88 for Injection",China,200,Solid Tumor,2020-04-14,2
160,NCT00856297,Phase 3,Novartis Vaccines,GlaxoSmithKline,"Licensed comparator,Quadrivalent meningococcal conjugate vaccine with diphtheria toxoid as the protein carrier,MenACWY-CRM conjugate vaccine",United States,389,Meningococcal Meningitis,2009-02-01,3
161,NCT01396070,Phase 2,Youn Kim,Seagen Inc.,"SGN-35,Adcetris,Brentuximab vedotin",United States,36,"Sezary Syndrome,Non-Hodgkin Lymphoma (NHL),Cutaneous T-cell Lymphoma (CTCL),Mycosis Fungoides,Cutaneous Lymphoma",2011-05-01,2
162,NCT04878029,Phase 1,Emory University,"Exelixis,National Cancer Institute (NCI)","Cabozantinib S-malate,Cabometyx,XL-184,Enfortumab Vedotin,BMS-907351,Cometriq,XL184,Questionnaire Administration,AGS 22ME,AGS-22M6E,Anti-Nectin 4 ADC ASG-22CE,Anti-nectin-4 Monoclonal Antibody-Drug Conjugate AGS-22M6E,ASG-22CE,Quality-of-Life Assessment,Quality of Life Assessment,Enfortumab Vedotin-ejfv,Padcev",United States,32,"Locally Advanced Urothelial Carcinoma,Metastatic Urothelial Carcinoma,Infiltrating Bladder Urothelial Carcinoma With Squamous Differentiation,Unresectable Urothelial Carcinoma",2021-07-23,1
163,NCT01631552,"Phase 2,Phase 1",Gilead Sciences,,"hRS7-SN38,Sacituzumab Govitecan-hziy (SG),IMMU-132",United States,515,"Ovarian Epithelial Cancer,Esophageal Cancer,Gastric Adenocarcinoma,Hormone-refractory Prostate Cancer,Small Cell Lung Cancer,Endometrial Cancer,Hepatocellular Carcinoma,Carcinoma Breast Stage IV,Urinary Bladder Neoplasms,Glioblastoma Multiforme,Triple Negative Breast Cancer,Cervical Cancer,Head and Neck Cancers- Squamous Cell,Pancreatic Cancer,Renal Cell Cancer,Non-small Cell Lung Cancer",2012-12-17,2
164,NCT03424603,Phase 1,"Sutro Biopharma, Inc.",,STRO-001,United States,70,"Multiple Myeloma,B-cell Lymphoma,B Cells--Tumors,Diffuse Large B Cell Lymphoma,Follicular Lymphoma,Mantle Cell Lymphoma,Indolent Lymphoma,Non Hodgkin Lymphoma",2018-02-22,1
165,NCT06107686,Phase 2,"MediLink Therapeutics (Suzhou) Co., Ltd.",,YL202 should be intravenously infused,China,200,"Breast Cancer,HNSCC,NSCLC,Locally Advanced or Metastatic Solid Tumors",2023-12-15,2
166,NCT06057922,"Phase 2,Phase 1","MediLink Therapeutics (Suzhou) Co., Ltd.",,YL201 for Injection,China,640,Advanced Solid Tumor,2023-09-22,2
167,NCT05991388,"Phase 3,Phase 2",University of Birmingham,"Regeneron Pharmaceuticals,Cancer Research UK,Fight Kids Cancer,ADC Therapeutics SA","REGN-1979,Carboplatin,Etoposide Phosphate,CAR T-cells (TBC),Loncastuximab tesirine,Odronextamab,ADCT-402,Ifosfamide,Rituximab,Etoposide,Dexamethasone",,210,B-cell Non Hodgkin Lymphoma,2024-05-01,3
168,NCT05434234,Phase 1,"MediLink Therapeutics (Suzhou) Co., Ltd.",,YL201,"China,United States",196,Advanced Solid Tumor,2022-05-25,1
169,NCT00148824,Phase 2,French National Agency for Research on AIDS and Viral Hepatitis,Wyeth is now a wholly owned subsidiary of Pfizer,"23-valent pneumococcal conjugate vaccine (vaccine),7-valent pneumococcal conjugate vaccine (vaccine)",,212,HIV Infections,2003-02-01,2
170,NCT04494425,Phase 3,AstraZeneca,"Daiichi Sankyo Company, Limited 3-5-1 Nihonbashihoncho, Chuo-ku, Tokyo","Nab-Paclitaxel,DS-8201a; T-DXd,Capecitabine,Trastuzumab deruxtecan,Paclitaxel","Poland,Brazil,Hungary,Belgium,India,Saudi Arabia,Israel,Italy,Netherlands,Taiwan,Denmark,United Kingdom,Mexico,China,Argentina,Singapore,Australia,United States,Sweden,Japan,Russian Federation,Germany,Austria,Portugal,Korea, Republic of,Spain,Canada,France",866,Advanced or Metastatic Breast Cancer,2020-07-24,3
171,NCT04622774,"Phase 2,Phase 1","ImmunoGen, Inc.",MacroGenics,IMGC936,"United States,Italy,Spain",56,Advanced Solid Tumor,2020-10-26,2
172,NCT02952729,Phase 1,Mersana Therapeutics,,XMT-1522,United States,120,"Advanced Nonsmall Cell Lung Cancer,Advanced Breast Cancer,Advanced Gastric Cancer",2016-11-21,1
173,NCT03386513,"Phase 2,Phase 1","ImmunoGen, Inc.",,IMGN632,"Germany,Italy,Spain,United States,United Kingdom,France",179,"Myeloproliferative Neoplasm,Blastic Plasmacytoid Dendritic Cell Neoplasm",2018-01-02,2
174,NCT02567851,Phase 2,University of Birmingham,"Millennium Pharmaceuticals, Inc.,Leukaemia Lymphoma Research","Brentuximab Vedotin,Adcetris",United Kingdom,38,Hodgkin Disease,2014-02-01,2
175,NCT05143229,Phase 1,University of Kansas Medical Center,"Novartis Pharmaceuticals,Gilead Sciences","Piqray,Alpelisib,Sacituzumab govitecan,Trodelvy",United States,18,Breast Cancer,2022-03-28,1
176,NCT01026038,Phase 3,Pfizer,,13-valent pneumococcal conjugate vaccine,France,263,"13-valent Pneumococcal Vaccine,Immunization,Antibody Response,Safety",2010-04-01,3
177,NCT00743652,Phase 3,Pfizer,,13-valent Pneumococcal Conjugate Vaccine,United States,373,"13-valent Pneumococcal Vaccine,Pneumococcal Disease",2009-01-01,3
178,NCT04587687,Phase 2,Joseph Tuscano,"Seagen Inc.,National Cancer Institute (NCI)","Anti-CD30 Monoclonal Antibody-MMAE SGN-35,Treanda,Adcetris,Ribomustin,Anti-CD30 Antibody-Drug Conjugate SGN-35,Bendamustine Hydrochloride,cAC10-vcMMAE,Bendamustin Hydrochloride,Levact,SGN-35,Cytostasan Hydrochloride,Brentuximab Vedotin,ADC SGN-35,SyB L-0501,Anti-CD30 Monoclonal Antibody-Monomethylauristatin E SGN-35,Bendeka",United States,23,"Recurrent Follicular Lymphoma,Refractory Follicular Lymphoma",2020-12-04,2
179,NCT05200364,Phase 1,"Sutro Biopharma, Inc.",,"STRO-002,Avastin,Bevacizumab",United States,58,"Ovarian Cancer,Ovarian Carcinoma,Ovary Cancer,Fallopian Tube Cancer,Primary Peritoneal Carcinoma",2022-03-22,1
180,NCT03316638,"Phase 2,Phase 1",Pierre Fabre Medicament,,"W0101 - Cohort A2,W0101 - Cohort A1,Dose escalation Phase,W0101 - Expansion Phase,Expansion Phase","France,Spain",316,Advanced or Metastatic Solid Tumors,2017-11-24,2
181,NCT06235216,Phase 2,Grupo Espanol de Tumores Neuroendocrinos,"Gilead Sciences,MFAR","Sacituzumab govitecan,Trodelvy",Spain,42,"Anaplastic Thyroid Cancer,Differentiated Thyroid Cancer",2024-02-01,2
182,NCT05613088,Phase 2,Bristol-Myers Squibb,Eisai Inc.,"Caelyx,BMS-986445,Bendalis,Hycamtin,Farletuzumab Ecteribulin,Topotecan,Paclitaxel,Pegylated Liposomal Doxorubicin (PLD),MORAb-202","Belgium,Israel,Italy,Korea, Republic of,Spain,Chile,Australia,United States,Japan",90,"Neoplasms, Ovarian",2023-02-01,2
183,NCT04036461,Phase 1,Celgene,,"CC-99712,BMS-986405,GSI (Gamma secretase inhibitor)","Italy,Spain,Canada,United States,France",160,Multiple Myeloma,2019-08-26,1
184,NCT01847781,Phase 2,Karolinska University Hospital,Pfizer,Prevenar13,Sweden,20,IgG Deficiency,2013-05-01,2
185,NCT05405621,Phase 1,Bio-Thera Solutions,,"Recombinant Humanized Anti-B7H3 Monoclonal Antibody-Exatecan Conjugate,BAT8009 for Injection",China,48,Locally Advanced/Metastatic Solid Tumours,2022-08-02,1
186,NCT06188559,Phase 2,Eisai Inc.,"Bliss Biopharmaceutical (Hangzhou) Co., Ltd",BB-1701,"United States,Japan",135,Breast Cancer,2024-04-10,2
187,NCT05629585,Phase 3,AstraZeneca,"SWOG Clinical Trials Partnerships,Daiichi Sankyo","MEDI4736,KEYTRUDA®,Pembrolizumab,Dato-DXd,Capecitabine,Durvalumab,Datopotamab deruxtecan (Dato-DXd, DS-1062a),XELODA®, Capecitabine Cell Pharm, Capecitabine EG, Capecitabine Accord","Germany,Puerto Rico,Belgium,China,Japan,Italy,Korea, Republic of,Brazil,Spain,Canada,Greece,Taiwan,United Kingdom,United States,Sweden,Denmark,France",1075,Breast Cancer,2022-11-28,3
188,NCT03281824,Phase 1,"Alteogen, Inc.",,ALT-P7 (HM2-MMAE),"Korea, Republic of",27,HER2-positive Breast Cancer,2018-01-11,1
189,NCT01475006,Phase 1,Amgen,,AMG 595,"Australia,United States",32,"Anaplastic Astrocytomas,Glioblastoma Multiforme,Advanced Malignant Glioma",2012-02-01,1
190,NCT05838521,Phase 2,Yale University,Gilead Sciences,"Sacituzumab govitecan,Trodelvy",United States,20,Cervical Cancer,2023-06-02,2
191,NCT04647916,Phase 2,SWOG Cancer Research Network,"Gilead Sciences,National Cancer Institute (NCI)","Trodelvy,RS7-SN38,hRS7-SN38 Antibody Drug Conjugate,IMMU-132,Sacituzumab Govitecan,Sacituzumab Govitecan-hziy",United States,44,"Anatomic Stage IV Breast Cancer AJCC v8,Prognostic Stage IV Breast Cancer AJCC v8,Metastatic Malignant Neoplasm in the Brain,Metastatic HER2 Negative Breast Carcinoma,Invasive Breast Carcinoma",2021-06-08,2
192,NCT05980416,Phase 1,Elevation Oncology,,EO-3021,"United States,Japan",120,"Neoplasms,Pancreas Neoplasm,Stomach Neoplasm,Digestive System Neoplasm,Neoplasms by Site,Gastrointestinal Neoplasms",2023-08-10,1
193,NCT04982224,"Phase 2,Phase 1",Regeneron Pharmaceuticals,,"REGN5093-M114,Cemiplimab",United States,237,Advanced NSCLC,2021-11-09,2
194,NCT04644068,"Phase 2,Phase 1",AstraZeneca,,"Carboplatin,Dato-DXd,T- Dxd,Paclitaxel,AZD5305,Camizestrant","Russian Federation,Hungary,Poland,China,Japan,Italy,Korea, Republic of,Spain,Canada,Czechia,Australia,United States,United Kingdom",804,"Breast Cancer,Ovarian Cancer,Prostate Cancer,Gastric Cancer,Bladder Cancer,Endometrial Cancer,Small Cell Lung Cancer Only in Module 5,Additional Indications Below for Module 4 and 5,Colorectal Cancer,Cervical Cancer,Pancreatic Cancer,Biliary Cancer,Non-small Cell Lung Cancer",2020-11-12,2
195,NCT05940896,Phase 1,"RemeGen Co., Ltd.",,"Disitamab vedotin,RC48-ADC",China,24,Solid Tumor,2023-06-29,1
196,NCT04251416,Phase 2,Yale University,Gilead Sciences,"Sacituzumab Govitecan,IMMU-132",United States,50,Endometrial Carcinoma,2020-03-17,2
197,NCT04039230,"Phase 2,Phase 1",Massachusetts General Hospital,Pfizer,"Talazoparib,Sacituzumab Govitecan",United States,75,Breast Cancer,2019-10-09,2
198,NCT04450732,Phase 1,"GeneQuantum Healthcare (Suzhou) Co., Ltd.",,GQ1001,"China,Australia,United States",96,"HER2-positive Breast Cancer,HER2-positive Biliary Tract Cancer,HER2-Positive Salivary Gland Carcinomas,HER2-Positive Advanced Solid Tumor",2020-07-07,1
199,NCT05948826,Phase 1,"TORL Biotherapeutics, LLC",Translational Research in Oncology,TORL-3-600,"Canada,United States",70,"Advanced Solid Tumor,Colorectal Cancer",2023-09-29,1
200,NCT01270698,Phase 1,Gilead Sciences,,"IMMU-130,hMN14-SN38",United States,26,Metastatic Colorectal Cancer,2011-05-01,1
201,NCT02529553,Phase 1,Eli Lilly and Company,,LY3076226,"Canada,United States",25,"Metastatic Cancer,Advanced Cancer",2015-09-01,1
202,NCT04278144,"Phase 2,Phase 1","Bolt Biotherapeutics, Inc.",Bristol-Myers Squibb,"Opdivo,Nivolumab,BDC-1001","Korea, Republic of,Italy,Spain,United States,France",390,"HER2-positive Gastroesophageal Cancer,HER2-positive Breast Cancer,HER2-positive Colorectal Cancer,HER2-positive Solid Tumors,HER2-positive Endometrial Cancer",2020-02-24,2
203,NCT05399654,"Phase 2,Phase 1",Tallac Therapeutics,,TAC-001,"Australia,United States",200,Advanced or Metastatic Solid Tumors,2022-06-28,2
